"DisMod II input and output, database QIMD 5 2011","","","","","","","","","","",""
"Females, Disease: Stroke (Rates * ), sex: Females","","","","","","","","","","",""
"Written 05/12/2016, 23:30:58","","","","","","","","","","",""
"Age","Prevalence (rates)","Remission (rates)","Mortality (rates)","Incidence (rates)","Prevalence (rates)","Remission (rates)","Case fatality (rates)","Duration (years)","Mortality (rates)","RR mortality (number)","Age of onset (years)"
"80","0.1129","0.0000","0.0045","0.0072","0.1208","0.0000","0.0336","7.2994","0.0041","1.6522","80.5000"
"81","0.1168","0.0000","0.0051","0.0076","0.1247","0.0000","0.0369","6.9045","0.0046","1.6439","81.5000"
"82","0.1205","0.0000","0.0058","0.0080","0.1284","0.0000","0.0403","6.5398","0.0052","1.6244","82.5000"
"83","0.1239","0.0000","0.0063","0.0084","0.1319","0.0000","0.0439","6.2125","0.0058","1.5965","83.5000"
"84","0.1271","0.0000","0.0069","0.0089","0.1351","0.0000","0.0478","5.9308","0.0065","1.5694","84.5000"
"85","0.1300","0.0000","0.0075","0.0094","0.1380","0.0000","0.0522","5.6996","0.0072","1.5519","85.5000"
"86","0.1326","0.0000","0.0082","0.0100","0.1407","0.0000","0.0572","5.5182","0.0080","1.5516","86.5000"
"87","0.1349","0.0000","0.0091","0.0107","0.1431","0.0000","0.0629","5.3772","0.0090","1.5771","87.5000"
"88","0.1370","0.0000","0.0103","0.0115","0.1452","0.0000","0.0693","5.2558","0.0101","1.6395","88.5000"
"89","0.1387","0.0000","0.0117","0.0123","0.1470","0.0000","0.0759","5.1205","0.0112","1.7541","89.5000"
"90","0.1401","0.0000","0.0132","0.0129","0.1484","0.0000","0.0818","5.0180","0.0121","1.6832","90.5000"
"91","0.1412","0.0000","0.0148","0.0133","0.1495","0.0000","0.0864","4.9889","0.0129","1.6887","91.5000"
"92","0.1419","0.0000","0.0162","0.0133","0.1502","0.0000","0.0887","4.9992","0.0133","1.6791","92.5000"
"93","0.1424","0.0000","0.0174","0.0128","0.1504","0.0000","0.0881","5.0443","0.0133","1.6506","93.5000"
"94","0.1425","0.0000","0.0183","0.0117","0.1502","0.0000","0.0841","5.1152","0.0126","1.6013","94.5000"
"95","0.1424","0.0000","0.0187","0.0100","0.1495","0.0000","0.0772","5.2010","0.0115","1.5366","95.5000"
"96","0.1421","0.0000","0.0186","0.0081","0.1482","0.0000","0.0682","5.2903","0.0101","1.4624","96.5000"
"97","0.1417","0.0000","0.0175","0.0059","0.1464","0.0000","0.0579","5.3726","0.0085","1.3841","97.5000"
"98","0.1413","0.0000","0.0148","0.0038","0.1441","0.0000","0.0471","5.4387","0.0068","1.3066","98.5000"
"99","0.1411","0.0000","0.0100","0.0017","0.1413","0.0000","0.0366","5.4812","0.0052","1.2342","99.5000"
"100+","0.1409","0.0000","0.0024","0.0000","0.1381","0.0000","0.0272","5.4961","0.0038","1.1715","105.6605"
"","","","","","","","","","","",""
"All ages","0.0208","NA","0.0006","0.0014","0.0224","0.0000","0.0235","15.4499","0.0005","3.1566","67.4299"
